method,guidance_scale,prompt_index,prompt_length_group,word_count,prompt,image_path,num_inference_steps,elapsed_seconds,peak_vram_gb,is_first_prompt,clip_cosine,clip_score
guidance_1_5,1.5,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day4_guidance_1_5\01_red_apple_resting_on_wooden_table_under_soft_studio_light.png,20,2.7421434999996563,6.979499816894531,True,0.3413103222846985,34.13103222846985
guidance_1_5,1.5,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day4_guidance_1_5\02_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,20,0.8987426999956369,6.979499816894531,False,0.334766149520874,33.4766149520874
guidance_1_5,1.5,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day4_guidance_1_5\03_blue_sports_car_parked_on_empty_road_at_bright_noon.png,20,0.9068494000021019,6.979499816894531,False,0.30803024768829346,30.803024768829346
guidance_1_5,1.5,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day4_guidance_1_5\04_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,20,0.8812122000017553,6.979499816894531,False,0.3226092457771301,32.26092457771301
guidance_1_5,1.5,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day4_guidance_1_5\05_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,20,0.8820278999992297,6.979499816894531,False,0.35391902923583984,35.391902923583984
guidance_1_5,1.5,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day4_guidance_1_5\06_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,20,0.8882047000006423,6.979499816894531,False,0.3540874719619751,35.40874719619751
guidance_1_5,1.5,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day4_guidance_1_5\07_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,20,0.8906902999951853,6.979499816894531,False,0.31326279044151306,31.326279044151306
guidance_1_5,1.5,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day4_guidance_1_5\08_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,20,0.8861837000004016,6.979499816894531,False,0.3470824658870697,34.70824658870697
guidance_1_5,1.5,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day4_guidance_1_5\09_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,20,0.8755575999966823,6.979499816894531,False,0.3448968529701233,34.48968529701233
guidance_1_5,1.5,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day4_guidance_1_5\10_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,20,0.9010513000030187,6.979499816894531,False,0.30190861225128174,30.190861225128174
guidance_1_5,1.5,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day4_guidance_1_5\11_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,20,0.9024264000036055,6.979499816894531,False,0.38229507207870483,38.22950720787048
guidance_1_5,1.5,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day4_guidance_1_5\12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,20,0.911502399998426,6.979499816894531,False,0.3676818907260895,36.76818907260895
guidance_1_5,1.5,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day4_guidance_1_5\13_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,20,0.8846449999982724,6.979499816894531,False,0.3320045471191406,33.20045471191406
guidance_1_5,1.5,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day4_guidance_1_5\14_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,20,0.8920708000005106,6.979499816894531,False,0.37058770656585693,37.05877065658569
guidance_1_5,1.5,15,30_words,30,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",outputs\day4_guidance_1_5\15_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,20,0.9035367999968003,6.979499816894531,False,0.3792153000831604,37.92153000831604
guidance_1_5,1.5,16,30_words,30,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",outputs\day4_guidance_1_5\16_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,20,0.8893282999997609,6.979499816894531,False,0.3443318009376526,34.43318009376526
guidance_1_5,1.5,17,30_words,30,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",outputs\day4_guidance_1_5\17_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,20,0.8948187000059988,6.979499816894531,False,0.3756030201911926,37.56030201911926
guidance_1_5,1.5,18,30_words,30,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",outputs\day4_guidance_1_5\18_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,20,0.9088099000000511,6.979499816894531,False,0.35666707158088684,35.666707158088684
guidance_1_5,1.5,19,30_words,30,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",outputs\day4_guidance_1_5\19_a_rainy_city_street_reflects_shop_windows_and_traffic_lights_whi.png,20,0.9084006000048248,6.979499816894531,False,0.35956868529319763,35.95686852931976
guidance_1_5,1.5,20,30_words,30,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",outputs\day4_guidance_1_5\20_a_wooden_cabin_sits_in_a_snowy_forest_smoke_rising_from_the_chim.png,20,0.9108689999993658,6.979499816894531,False,0.3298647999763489,32.98647999763489
guidance_1_5,1.5,21,50_words,50,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",outputs\day4_guidance_1_5\21_a_small_robot_holds_a_red_umbrella_beside_a_striped_cat_in_front.png,20,0.8853145000030054,6.979499816894531,False,0.33971673250198364,33.971673250198364
guidance_1_5,1.5,22,50_words,50,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",outputs\day4_guidance_1_5\22_a_cyberpunk_street_market_glows_at_midnight_with_crowded_food_st.png,20,0.8805828000040492,6.979499816894531,False,0.3668883442878723,36.68883442878723
guidance_1_5,1.5,23,50_words,50,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",outputs\day4_guidance_1_5\23_a_medieval_wizard_teaches_three_students_inside_a_crowded_librar.png,20,0.8980969999975059,6.979499816894531,False,0.3282647728919983,32.82647728919983
guidance_1_5,1.5,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day4_guidance_1_5\24_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,20,0.9264503000013065,6.979499816894531,False,0.31917476654052734,31.917476654052734
guidance_1_5,1.5,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day4_guidance_1_5\25_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,20,0.8905117000031169,6.979499816894531,False,0.3860136866569519,38.60136866569519
guidance_1_5,1.5,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day4_guidance_1_5\26_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,20,0.9244426999939606,6.979499816894531,False,0.3407641053199768,34.07641053199768
guidance_1_5,1.5,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day4_guidance_1_5\27_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,20,0.8968549000055646,6.979499816894531,False,0.3747813403606415,37.47813403606415
guidance_1_5,1.5,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day4_guidance_1_5\28_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,20,0.889908999997715,6.979499816894531,False,0.3416144549846649,34.16144549846649
guidance_1_5,1.5,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day4_guidance_1_5\29_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,20,0.9093330999967293,6.979499816894531,False,0.35755455493927,35.755455493927
guidance_1_5,1.5,30,50_words,50,"A futuristic classroom shows robots and children building a small rocket, posters spelling SANA on the wall, tablets glowing on desks, a teacher adjusting holographic equations, and tiny drones carrying tools between colorful experiment stations while sunlight enters through wide windows above plants wires gears notebooks and safety helmets neatly.",outputs\day4_guidance_1_5\30_a_futuristic_classroom_shows_robots_and_children_building_a_smal.png,20,0.8927566999991541,6.979499816894531,False,0.33697953820228577,33.69795382022858
guidance_3_5,3.5,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day4_guidance_3_5\01_red_apple_resting_on_wooden_table_under_soft_studio_light.png,20,3.8207818000009866,6.979499816894531,True,0.33182114362716675,33.182114362716675
guidance_3_5,3.5,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day4_guidance_3_5\02_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,20,1.1830308999997214,6.979499816894531,False,0.37881845235824585,37.881845235824585
guidance_3_5,3.5,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day4_guidance_3_5\03_blue_sports_car_parked_on_empty_road_at_bright_noon.png,20,1.2030787999974564,6.979499816894531,False,0.29969358444213867,29.969358444213867
guidance_3_5,3.5,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day4_guidance_3_5\04_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,20,1.2248226000010618,6.979499816894531,False,0.3509741425514221,35.09741425514221
guidance_3_5,3.5,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day4_guidance_3_5\05_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,20,1.1879685999956564,6.979499816894531,False,0.36384421586990356,36.384421586990356
guidance_3_5,3.5,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day4_guidance_3_5\06_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,20,1.181641800001671,6.979499816894531,False,0.3261978030204773,32.61978030204773
guidance_3_5,3.5,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day4_guidance_3_5\07_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,20,1.2689988000056474,6.979499816894531,False,0.3183892071247101,31.83892071247101
guidance_3_5,3.5,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day4_guidance_3_5\08_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,20,1.221013900001708,6.979499816894531,False,0.3766499161720276,37.66499161720276
guidance_3_5,3.5,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day4_guidance_3_5\09_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,20,1.1951962000021012,6.979499816894531,False,0.3441106081008911,34.41106081008911
guidance_3_5,3.5,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day4_guidance_3_5\10_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,20,1.1836771999951452,6.979499816894531,False,0.32995298504829407,32.99529850482941
guidance_3_5,3.5,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day4_guidance_3_5\11_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,20,1.1487538000001223,6.979499816894531,False,0.39233464002609253,39.23346400260925
guidance_3_5,3.5,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day4_guidance_3_5\12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,20,1.1604223000031197,6.979499816894531,False,0.3814612030982971,38.14612030982971
guidance_3_5,3.5,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day4_guidance_3_5\13_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,20,1.2019885999980033,6.979499816894531,False,0.32350754737854004,32.350754737854004
guidance_3_5,3.5,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day4_guidance_3_5\14_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,20,1.1847357000006014,6.979499816894531,False,0.3837169408798218,38.37169408798218
guidance_3_5,3.5,15,30_words,30,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",outputs\day4_guidance_3_5\15_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,20,1.1604579999984708,6.979499816894531,False,0.36910462379455566,36.910462379455566
guidance_3_5,3.5,16,30_words,30,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",outputs\day4_guidance_3_5\16_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,20,1.177937500004191,6.979499816894531,False,0.3939746022224426,39.39746022224426
guidance_3_5,3.5,17,30_words,30,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",outputs\day4_guidance_3_5\17_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,20,1.194626700002118,6.979499816894531,False,0.3672538697719574,36.72538697719574
guidance_3_5,3.5,18,30_words,30,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",outputs\day4_guidance_3_5\18_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,20,1.15606509999634,6.979499816894531,False,0.38040173053741455,38.040173053741455
guidance_3_5,3.5,19,30_words,30,"A rainy city street reflects shop windows and traffic lights, while pedestrians carry umbrellas past bicycles, food stalls, neon signs, and puddles glowing orange under a dark cinematic evening sky.",outputs\day4_guidance_3_5\19_a_rainy_city_street_reflects_shop_windows_and_traffic_lights_whi.png,20,1.1494657000002917,6.979499816894531,False,0.35873427987098694,35.873427987098694
guidance_3_5,3.5,20,30_words,30,"A wooden cabin sits in a snowy forest, smoke rising from the chimney, warm windows glowing, pine branches bending, and footprints crossing the yard toward a small frozen pond nearby.",outputs\day4_guidance_3_5\20_a_wooden_cabin_sits_in_a_snowy_forest_smoke_rising_from_the_chim.png,20,1.210649699998612,6.979499816894531,False,0.318744957447052,31.8744957447052
guidance_3_5,3.5,21,50_words,50,"A small robot holds a red umbrella beside a striped cat in front of a rainy bookstore, while the window sign says SANA, puddles reflect yellow lamps, two bicycles lean nearby, and a delivery drone hovers above the narrow street as shoppers wait under awnings during a gentle evening storm.",outputs\day4_guidance_3_5\21_a_small_robot_holds_a_red_umbrella_beside_a_striped_cat_in_front.png,20,1.1871907000022475,6.979499816894531,False,0.3866186738014221,38.66186738014221
guidance_3_5,3.5,22,50_words,50,"A cyberpunk street market glows at midnight with crowded food stalls, neon kanji signs, rain reflections, masked shoppers, steam vents, hovering taxis, and a musician playing beside a noodle cart, while a child points at a holographic dragon above the wet plaza near a flickering red vending machine tonight outside.",outputs\day4_guidance_3_5\22_a_cyberpunk_street_market_glows_at_midnight_with_crowded_food_st.png,20,1.1659250000011525,6.979499816894531,False,0.3752278983592987,37.52278983592987
guidance_3_5,3.5,23,50_words,50,"A medieval wizard teaches three students inside a crowded library, with glowing books floating above an oak table, candles dripping wax, a raven watching from a shelf, maps pinned to stone walls, and a silver telescope aimed at moonlight through the tall arched window behind a stack of scrolls tonight.",outputs\day4_guidance_3_5\23_a_medieval_wizard_teaches_three_students_inside_a_crowded_librar.png,20,1.1668678999994881,6.979499816894531,False,0.34930700063705444,34.930700063705444
guidance_3_5,3.5,24,50_words,50,"A busy spaceport spreads beneath an orange sky, where two astronauts repair a rover beside a cargo ship, engineers carry tools, fuel pipes cross the landing pad, warning lights blink, and tourists photograph distant planets from behind glass while security robots guide them toward a silver observation balcony above calmly.",outputs\day4_guidance_3_5\24_a_busy_spaceport_spreads_beneath_an_orange_sky_where_two_astrona.png,20,1.1630254999981844,6.979499816894531,False,0.3268941640853882,32.68941640853882
guidance_3_5,3.5,25,50_words,50,"A family picnic fills a sunny park, where a child flies a kite, a dog sleeps beneath the table, balloons drift near a fountain, grandparents pour lemonade, sandwiches sit in baskets, and clouds cast soft shadows across the grass while birds circle above a blanket covered with fresh strawberries nearby.",outputs\day4_guidance_3_5\25_a_family_picnic_fills_a_sunny_park_where_a_child_flies_a_kite_a_.png,20,1.1843738999959896,6.979499816894531,False,0.38612639904022217,38.61263990402222
guidance_3_5,3.5,26,50_words,50,"A steampunk workshop contains brass gears, glass tubes, a robot bird, a chalkboard that says PCAS, copper lamps, scattered blueprints, and an inventor tightening a valve while sparks fly from a half built clockwork engine beside shelves packed with lenses springs tools and polished wooden boxes under smoky golden light.",outputs\day4_guidance_3_5\26_a_steampunk_workshop_contains_brass_gears_glass_tubes_a_robot_bi.png,20,1.2021338999984437,6.979499816894531,False,0.36357855796813965,36.357855796813965
guidance_3_5,3.5,27,50_words,50,"A seaside festival begins at dusk with lanterns, musicians, children dancing, fireworks over the water, fishing boats tied to the pier, vendors selling fruit, and a painter capturing the scene while waves shimmer under purple clouds near a wooden stage covered with flowers ribbons drums and glowing paper stars tonight.",outputs\day4_guidance_3_5\27_a_seaside_festival_begins_at_dusk_with_lanterns_musicians_childr.png,20,1.2252875000049244,6.979499816894531,False,0.37825140357017517,37.82514035701752
guidance_3_5,3.5,28,50_words,50,"A detective office is cluttered with case files, where a woman studies a city map, a man holds a flashlight, clues cover the wall, rain streaks the window, and a clock points toward midnight as coffee steams beside photographs marked with red thread across a dusty wooden desk quietly tonight.",outputs\day4_guidance_3_5\28_a_detective_office_is_cluttered_with_case_files_where_a_woman_st.png,20,1.1752372999981162,6.979499816894531,False,0.3569685220718384,35.69685220718384
guidance_3_5,3.5,29,50_words,50,"A fantasy battle unfolds in heavy rain as a dragon flies above a castle, knights defend a bridge, archers light flaming arrows, horses rear near broken shields, and lightning reveals a wizard casting blue magic while villagers watch from stone windows beside banners torn by wind over the river below.",outputs\day4_guidance_3_5\29_a_fantasy_battle_unfolds_in_heavy_rain_as_a_dragon_flies_above_a.png,20,1.2177556999959052,6.979499816894531,False,0.3767903447151184,37.67903447151184
