prompt_index,prompt,selected_steps,guidance_scale,seed,height,width,elapsed_seconds,peak_vram_gb,image_path,is_first_prompt,word_count,content_word_count,comma_count,object_count,attribute_count,relation_count,spatial_relation_count,action_count,style_constraint_count,text_rendering_flag,scene_density_score,rare_concept_score,lexical_complexity_score,rule_complexity_score,clip_model_id,clip_cosine,clip_score
10,red sneakers placed on concrete floor beside gym lockers neatly,28,4.5,52,512,512,1.656355799997982,6.979499816894531,outputs\day6_calibration_grid\10_s28_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,False,10,9,0,2,1,1,1,0,0,0,0.19444444444444445,0.0,0.20000000000000004,0.1436111111111111,openai/clip-vit-base-patch32,0.3492427170276642,34.92427170276642
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",8,4.5,53,512,512,0.6030973000015365,6.979499816894531,outputs\day6_calibration_grid\11_s08_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.40530937910079956,40.530937910079956
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",12,4.5,53,512,512,0.791195499994501,6.979499816894531,outputs\day6_calibration_grid\11_s12_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.3970909118652344,39.70909118652344
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",16,4.5,53,512,512,0.9715620000060881,6.979499816894531,outputs\day6_calibration_grid\11_s16_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.3985994756221771,39.85994756221771
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",20,4.5,53,512,512,3.5475947999948403,6.979499816894531,outputs\day6_calibration_grid\11_s20_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.39259523153305054,39.259523153305054
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",24,4.5,53,512,512,1.5595790000006673,6.979499816894531,outputs\day6_calibration_grid\11_s24_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.3928857445716858,39.28857445716858
11,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",28,4.5,53,512,512,1.434128699998837,6.979499816894531,outputs\day6_calibration_grid\11_s28_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,False,30,21,4,3,3,4,0,4,1,0,0.5555555555555556,0.0,0.5733333333333334,0.47288888888888886,openai/clip-vit-base-patch32,0.39036303758621216,39.036303758621216
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",8,4.5,54,512,512,0.5454733000005945,6.979499816894531,outputs\day6_calibration_grid\12_s08_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.38065046072006226,38.065046072006226
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",12,4.5,54,512,512,0.7244953999979771,6.979499816894531,outputs\day6_calibration_grid\12_s12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.3931732773780823,39.31732773780823
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",16,4.5,54,512,512,0.917492399996263,6.979499816894531,outputs\day6_calibration_grid\12_s16_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.3943970203399658,39.43970203399658
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",20,4.5,54,512,512,1.148482700002205,6.979499816894531,outputs\day6_calibration_grid\12_s20_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.392966628074646,39.2966628074646
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",24,4.5,54,512,512,1.2567969000010635,6.979499816894531,outputs\day6_calibration_grid\12_s24_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.39070695638656616,39.070695638656616
12,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",28,4.5,54,512,512,2.9636737999971956,6.979499816894531,outputs\day6_calibration_grid\12_s28_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,False,30,21,4,2,4,2,1,1,0,0,0.3333333333333333,0.0,0.5733333333333334,0.33399999999999996,openai/clip-vit-base-patch32,0.3890652060508728,38.90652060508728
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",8,4.5,55,512,512,0.5526822000028915,6.979499816894531,outputs\day6_calibration_grid\13_s08_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,False,30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,openai/clip-vit-base-patch32,0.33495813608169556,33.495813608169556
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",12,4.5,55,512,512,0.7194938999964506,6.979499816894531,outputs\day6_calibration_grid\13_s12_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,False,30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,openai/clip-vit-base-patch32,0.3282358646392822,32.82358646392822
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",16,4.5,55,512,512,0.8946546000006492,6.979499816894531,outputs\day6_calibration_grid\13_s16_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,False,30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,openai/clip-vit-base-patch32,0.32255643606185913,32.25564360618591
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",20,4.5,55,512,512,1.048433500000101,6.979499816894531,outputs\day6_calibration_grid\13_s20_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,False,30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,openai/clip-vit-base-patch32,0.3191719055175781,31.917190551757812
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",24,4.5,55,512,512,1.3649313999994774,6.979499816894531,outputs\day6_calibration_grid\13_s24_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,False,30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,openai/clip-vit-base-patch32,0.32170572876930237,32.17057287693024
13,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",28,4.5,55,512,512,1.6011014999967301,6.979499816894531,outputs\day6_calibration_grid\13_s28_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,False,30,24,4,2,5,4,1,3,0,0,0.4722222222222222,0.25,0.5822222222222222,0.4343333333333333,openai/clip-vit-base-patch32,0.3214269280433655,32.14269280433655
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",8,4.5,56,512,512,0.543645400000969,6.979499816894531,outputs\day6_calibration_grid\14_s08_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,False,30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,openai/clip-vit-base-patch32,0.3857067823410034,38.57067823410034
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",12,4.5,56,512,512,0.7170934000023408,6.979499816894531,outputs\day6_calibration_grid\14_s12_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,False,30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,openai/clip-vit-base-patch32,0.37625330686569214,37.625330686569214
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",16,4.5,56,512,512,0.8673167000015383,6.979499816894531,outputs\day6_calibration_grid\14_s16_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,False,30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,openai/clip-vit-base-patch32,0.3764861822128296,37.64861822128296
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",20,4.5,56,512,512,1.1037532999980613,6.979499816894531,outputs\day6_calibration_grid\14_s20_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,False,30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,openai/clip-vit-base-patch32,0.37640994787216187,37.64099478721619
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",24,4.5,56,512,512,1.355483399995137,6.979499816894531,outputs\day6_calibration_grid\14_s24_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,False,30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,openai/clip-vit-base-patch32,0.37739986181259155,37.739986181259155
14,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",28,4.5,56,512,512,1.7488058999952045,6.979499816894531,outputs\day6_calibration_grid\14_s28_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,False,30,21,4,4,5,1,1,0,0,0,0.4166666666666667,0.5,0.5733333333333334,0.3548333333333334,openai/clip-vit-base-patch32,0.376192569732666,37.6192569732666
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",8,4.5,57,512,512,1.0648351999989245,6.979499816894531,outputs\day6_calibration_grid\15_s08_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,False,30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,openai/clip-vit-base-patch32,0.36469918489456177,36.46991848945618
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",12,4.5,57,512,512,1.3625618000005488,6.979499816894531,outputs\day6_calibration_grid\15_s12_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,False,30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,openai/clip-vit-base-patch32,0.3694629669189453,36.94629669189453
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",16,4.5,57,512,512,1.8011023999933968,6.979499816894531,outputs\day6_calibration_grid\15_s16_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,False,30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,openai/clip-vit-base-patch32,0.3799784183502197,37.99784183502197
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",20,4.5,57,512,512,2.333714799999143,6.979499816894531,outputs\day6_calibration_grid\15_s20_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,False,30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,openai/clip-vit-base-patch32,0.37610936164855957,37.61093616485596
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",24,4.5,57,512,512,2.794007299999066,6.979499816894531,outputs\day6_calibration_grid\15_s24_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,False,30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,openai/clip-vit-base-patch32,0.3787077069282532,37.87077069282532
15,"A vintage camera rests on a wooden desk surrounded by travel postcards, brass coins, a notebook, warm lamplight, and an open map of Europe beside a half packed canvas bag.",28,4.5,57,512,512,2.528226199996425,6.979499816894531,outputs\day6_calibration_grid\15_s28_a_vintage_camera_rests_on_a_wooden_desk_surrounded_by_travel_pos.png,False,30,21,4,5,4,1,1,0,0,0,0.4444444444444444,0.0,0.5733333333333334,0.3367777777777778,openai/clip-vit-base-patch32,0.3769906759262085,37.69906759262085
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",8,4.5,58,512,512,1.018745699999272,6.979499816894531,outputs\day6_calibration_grid\16_s08_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,False,30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,openai/clip-vit-base-patch32,0.39123475551605225,39.123475551605225
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",12,4.5,58,512,512,1.5202788000024157,6.979499816894531,outputs\day6_calibration_grid\16_s12_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,False,30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,openai/clip-vit-base-patch32,0.39242276549339294,39.242276549339294
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",16,4.5,58,512,512,1.9779141000035452,6.979499816894531,outputs\day6_calibration_grid\16_s16_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,False,30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,openai/clip-vit-base-patch32,0.3846135139465332,38.46135139465332
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",20,4.5,58,512,512,2.2605591000028653,6.979499816894531,outputs\day6_calibration_grid\16_s20_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,False,30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,openai/clip-vit-base-patch32,0.3859372138977051,38.59372138977051
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",24,4.5,58,512,512,3.2741901999979746,6.979499816894531,outputs\day6_calibration_grid\16_s24_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,False,30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,openai/clip-vit-base-patch32,0.3908655643463135,39.08655643463135
16,"A small cafe corner holds leafy plants, stacked books, a blue armchair, soft afternoon light, and a steaming cup of coffee beside a handwritten menu on the narrow wooden table.",28,4.5,58,512,512,2.636191300000064,6.979499816894531,outputs\day6_calibration_grid\16_s28_a_small_cafe_corner_holds_leafy_plants_stacked_books_a_blue_armc.png,False,30,22,4,3,7,2,1,1,0,0,0.4722222222222222,0.125,0.5777777777777777,0.37652777777777774,openai/clip-vit-base-patch32,0.39124080538749695,39.124080538749695
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",8,4.5,59,512,512,1.361628099999507,6.979499816894531,outputs\day6_calibration_grid\17_s08_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,False,30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,openai/clip-vit-base-patch32,0.3173312246799469,31.73312246799469
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",12,4.5,59,512,512,1.5055406000028597,6.979499816894531,outputs\day6_calibration_grid\17_s12_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,False,30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,openai/clip-vit-base-patch32,0.3635006546974182,36.35006546974182
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",16,4.5,59,512,512,2.9404708000001847,6.979499816894531,outputs\day6_calibration_grid\17_s16_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,False,30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,openai/clip-vit-base-patch32,0.36644798517227173,36.64479851722717
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",20,4.5,59,512,512,2.030274000004283,6.979499816894531,outputs\day6_calibration_grid\17_s20_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,False,30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,openai/clip-vit-base-patch32,0.35388925671577454,35.388925671577454
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",24,4.5,59,512,512,2.079533000003721,6.979499816894531,outputs\day6_calibration_grid\17_s24_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,False,30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,openai/clip-vit-base-patch32,0.3511953353881836,35.11953353881836
17,"A watercolor painting shows a mountain village beside a river, with stone bridges, red roofs, distant mist, pine trees, and tiny people walking home under a pale evening sky together.",28,4.5,59,512,512,2.4297251000025426,6.979499816894531,outputs\day6_calibration_grid\17_s28_a_watercolor_painting_shows_a_mountain_village_beside_a_river_wi.png,False,30,23,5,2,4,3,2,1,1,0,0.4722222222222222,0.0,0.5822222222222222,0.43016666666666664,openai/clip-vit-base-patch32,0.36017200350761414,36.017200350761414
18,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",8,4.5,60,512,512,1.0630282000056468,6.979499816894531,outputs\day6_calibration_grid\18_s08_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,False,30,22,5,5,4,3,2,1,1,0,0.6388888888888888,0.0,0.5777777777777777,0.47027777777777774,openai/clip-vit-base-patch32,0.3766308128833771,37.66308128833771
18,"A fantasy library rises around a spiral staircase, with floating candles, glowing books, brass ladders, velvet chairs, and a cat sleeping beneath the desk near a blue magical globe quietly.",12,4.5,60,512,512,1.3375887000001967,6.979499816894531,outputs\day6_calibration_grid\18_s12_a_fantasy_library_rises_around_a_spiral_staircase_with_floating_.png,False,30,22,5,5,4,3,2,1,1,0,0.6388888888888888,0.0,0.5777777777777777,0.47027777777777774,openai/clip-vit-base-patch32,0.3856510818004608,38.56510818004608
